# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1786634669725000000,1786634692733000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1786634669725000000,1786634692733000000,0
workspaceModel.save.cache.to.file.ms,1786634669725000000,1786634692733000000,0
jps.app.storage.content.writer.save.component.ms,1786634669725000000,1786634692733000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1786634669725000000,1786634692733000000,0
jps.global.get.library.by.name.ms,1786634669725000000,1786634692733000000,0
jps.library.entities.serializer.save.entities.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1786634669725000000,1786634692733000000,0
jps.global.initialize.library.bridges.after.loading.ms,1786634669725000000,1786634692733000000,1
workspaceModel.mutableEntityStorage.instances.count,1786634669725000000,1786634692733000000,2
workspaceModel.moduleManagerBridge.build.module.graph.ms,1786634669725000000,1786634692733000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1786634669725000000,1786634692733000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1786634669725000000,1786634692733000000,0
workspaceModel.global.apply.state.to.project.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1786634669725000000,1786634692733000000,0
jps.save.global.entities.ms,1786634669725000000,1786634692733000000,3
workspaceModel.global.updates.ms,1786634669725000000,1786634692733000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1786634669725000000,1786634692733000000,0
workspaceModel.do.save.caches.ms,1786634669725000000,1786634692733000000,0
jps.load.initial.state.ms,1786634669725000000,1786634692733000000,6
workspaceModel.mutableEntityStorage.to.snapshot.ms,1786634669725000000,1786634692733000000,0
jps.global.get.libraries.ms,1786634669725000000,1786634692733000000,11
jps.global.get.library.ms,1786634669725000000,1786634692733000000,0
workspaceModel.load.cache.from.file.ms,1786634669725000000,1786634692733000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.entities.ms,1786634669725000000,1786634692733000000,1
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1786634669725000000,1786634692733000000,0
workspaceModel.global.updates.count,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1786634669725000000,1786634692733000000,0
jps.app.storage.content.reader.load.component.ms,1786634669725000000,1786634692733000000,0
jps.global.initialize.library.bridges.ms,1786634669725000000,1786634692733000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1786634669725000000,1786634692733000000,0
jps.global.handle.changed.events.ms,1786634669725000000,1786634692733000000,0
FilePageCache.maxCacheSizeInBytes,1786634669725000000,1786634692733000000,209715200
DirectByteBufferAllocator.disposed,1786634669725000000,1786634692733000000,160
FileChannelInterruptsRetryer.totalRetriedAttempts,1786634669725000000,1786634692733000000,0
FilePageCache.disposedBuffers,1786634669725000000,1786634692733000000,203
StorageLockContext.competingThreads.avg,1786634669725000000,1786634692733000000,0.0
FilePageCache.pageLoads,1786634669725000000,1786634692733000000,203
FilePageCache.pageHits,1786634669725000000,1786634692733000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1786634669725000000,1786634692733000000,41943040
FilePageCache.pageLoadsAboveSizeThreshold,1786634669725000000,1786634692733000000,0
FilePageCache.totalPageDisposalsUs,1786634669725000000,1786634692733000000,379
DirectByteBufferAllocator.reclaimed,1786634669725000000,1786634692733000000,43
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1786634669725000000,1786634692733000000,41943040
DirectByteBufferAllocator.hits,1786634669725000000,1786634692733000000,3
FilePageCache.uncachedFileAccess,1786634669725000000,1786634692733000000,358
StorageLockContext.competingThreads.max,1786634669725000000,1786634692733000000,0
DirectByteBufferAllocator.misses,1786634669725000000,1786634692733000000,200
FilePageCache.capacityInBytes,1786634669725000000,1786634692733000000,629145600
FilePageCache.pageFastCacheHits,1786634669725000000,1786634692733000000,14089
StorageLockContext.competingThreads.90P,1786634669725000000,1786634692733000000,0
FilePageCache.maxRegisteredFiles,1786634669725000000,1786634692733000000,551
FilePageCache.totalPageLoadsUs,1786634669725000000,1786634692733000000,60554
Indexing.cache.totalCacheMisses,1786634669725000000,1786634692733000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1786634669725000000,1786634692733000000,0
Indexing.cache.totalCacheAccesses,1786634669725000000,1786634692733000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1786634669725000000,1786634692733000000,0
Indexes.stubs.lookupDuration90PMs,1786634669725000000,1786634692733000000,0.0
Indexes.stubs.lookupDurationAvgMs,1786634669725000000,1786634692733000000,0.0
Indexes.entries.lookupDuration90PMs,1786634669725000000,1786634692733000000,0.0
Indexes.stubs.lookupDurationMaxMs,1786634669725000000,1786634692733000000,0.0
Indexes.stubs.lookups,1786634669725000000,1786634692733000000,0
Indexes.entries.lookupDurationMaxMs,1786634669725000000,1786634692733000000,0.0
Indexes.allKeys.lookupDuration90PMs,1786634669725000000,1786634692733000000,0.0
Indexing.cache.totalCacheEvicted,1786634669725000000,1786634692733000000,0
Indexes.entries.lookups,1786634669725000000,1786634692733000000,1
Indexing.writesQueuedMax,1786634669725000000,1786634692733000000,0
Indexes.allKeys.lookups,1786634669725000000,1786634692733000000,0
Indexes.allKeys.lookupDurationMaxMs,1786634669725000000,1786634692733000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1786634669725000000,1786634692733000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1786634669725000000,1786634692733000000,0
Indexing.writesQueuedMin,1786634669725000000,1786634692733000000,9223372036854775807
Indexes.allKeys.lookupDurationAvgMs,1786634669725000000,1786634692733000000,0.0
Indexing.totalTimeIndexersSleptMs,1786634669725000000,1786634692733000000,0
Indexes.entries.lookupDurationAvgMs,1786634669725000000,1786634692733000000,0.0
workspaceModel.on.changed.ms,1786634669725000000,1786634692733000000,0
workspaceModel.updates.precise.ms,1786634669725000000,1786634692733000000,0
workspaceModel.updates.count,1786634669725000000,1786634692733000000,0
workspaceModel.update.unloaded.entities.ms,1786634669725000000,1786634692733000000,0
workspaceModel.init.bridges.ms,1786634669725000000,1786634692733000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1786634669725000000,1786634692733000000,0
workspaceModel.replace.project.model.ms,1786634669725000000,1786634692733000000,0
workspaceModel.loading.from.cache.ms,1786634669725000000,1786634692733000000,15
workspaceModel.loading.total.ms,1786634669725000000,1786634692733000000,18
workspaceModel.cachedValue.clear.count,1786634669725000000,1786634692733000000,0
workspaceModel.collect.changes.ms,1786634669725000000,1786634692733000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1786634669725000000,1786634692733000000,3
workspaceModel.cachedValueWithParameters.clear.count,1786634669725000000,1786634692733000000,0
workspaceModel.on.before.changed.ms,1786634669725000000,1786634692733000000,0
workspaceModel.initializing.ms,1786634669725000000,1786634692733000000,0
workspaceModel.pre.handlers.ms,1786634669725000000,1786634692733000000,0
workspaceModel.cachedValue.from.cache.count,1786634669725000000,1786634692733000000,15
workspaceModel.cachedValue.total.get.count,1786634669725000000,1786634692733000000,17
workspaceModel.updates.ms,1786634669725000000,1786634692733000000,0
workspaceModel.full.replace.project.model.ms,1786634669725000000,1786634692733000000,0
workspaceModel.to.snapshot.ms,1786634669725000000,1786634692733000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1786634669725000000,1786634692733000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1786634669725000000,1786634692733000000,0
workspaceModel.check.recursive.update.ms,1786634669725000000,1786634692733000000,0
workspaceModel.cachedValue.calculated.count,1786634669725000000,1786634692733000000,2
