# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.stubs.lookupDurationMaxMs,1786669539140000000,1786669561790000000,0.0
Indexing.cache.totalCacheEvicted,1786669539140000000,1786669561790000000,0
Indexing.writesQueuedMax,1786669539140000000,1786669561790000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1786669539140000000,1786669561790000000,0
Indexes.entries.lookups,1786669539140000000,1786669561790000000,1
Indexing.writer_2.totalTimeSpentWritingMs,1786669539140000000,1786669561790000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1786669539140000000,1786669561790000000,0
Indexing.cache.totalCacheAccesses,1786669539140000000,1786669561790000000,0
Indexes.stubs.lookupDurationAvgMs,1786669539140000000,1786669561790000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1786669539140000000,1786669561790000000,0.0
Indexes.allKeys.lookupDuration90PMs,1786669539140000000,1786669561790000000,0.0
Indexes.stubs.lookups,1786669539140000000,1786669561790000000,0
Indexes.entries.lookupDurationAvgMs,1786669539140000000,1786669561790000000,3.0
Indexing.totalTimeIndexersSleptMs,1786669539140000000,1786669561790000000,0
Indexes.stubs.lookupDuration90PMs,1786669539140000000,1786669561790000000,0.0
Indexing.writesQueuedMin,1786669539140000000,1786669561790000000,0
Indexes.allKeys.lookups,1786669539140000000,1786669561790000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1786669539140000000,1786669561790000000,0
Indexes.allKeys.lookupDurationAvgMs,1786669539140000000,1786669561790000000,0.0
FilePageCache.totalPageLoadsUs,1786669539140000000,1786669561790000000,78994
FilePageCache.totalPageDisposalsUs,1786669539140000000,1786669561790000000,1277
FilePageCache.pageFastCacheHits,1786669539140000000,1786669561790000000,4016
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1786669539140000000,1786669561790000000,41943040
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1786669539140000000,1786669561790000000,41943040
DirectByteBufferAllocator.disposed,1786669539140000000,1786669561790000000,160
FilePageCache.pageHits,1786669539140000000,1786669561790000000,0
StorageLockContext.competingThreads.90P,1786669539140000000,1786669561790000000,0
DirectByteBufferAllocator.reclaimed,1786669539140000000,1786669561790000000,43
StorageLockContext.competingThreads.max,1786669539140000000,1786669561790000000,0
DirectByteBufferAllocator.hits,1786669539140000000,1786669561790000000,3
FilePageCache.maxCacheSizeInBytes,1786669539140000000,1786669561790000000,209715200
FilePageCache.capacityInBytes,1786669539140000000,1786669561790000000,629145600
FilePageCache.maxRegisteredFiles,1786669539140000000,1786669561790000000,551
FilePageCache.pageLoadsAboveSizeThreshold,1786669539140000000,1786669561790000000,0
DirectByteBufferAllocator.misses,1786669539140000000,1786669561790000000,200
FilePageCache.disposedBuffers,1786669539140000000,1786669561790000000,203
FileChannelInterruptsRetryer.totalRetriedAttempts,1786669539140000000,1786669561790000000,0
StorageLockContext.competingThreads.avg,1786669539140000000,1786669561790000000,0.0
FilePageCache.uncachedFileAccess,1786669539140000000,1786669561790000000,119
FilePageCache.pageLoads,1786669539140000000,1786669561790000000,203
cacheStateStorage.get.counter,1786669539140000000,1786669561790000000,4
cacheStateStorage.set.counter,1786669539140000000,1786669561790000000,2
cacheStateStorage.get.duration,1786669539140000000,1786669561790000000,0
cacheStateStorage.set.duration,1786669539140000000,1786669561790000000,11
jps.global.initialize.library.bridges.ms,1786669539140000000,1786669561790000000,0
workspaceModel.global.apply.state.to.project.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1786669539140000000,1786669561790000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1786669539140000000,1786669561790000000,0
jps.global.initialize.library.bridges.after.loading.ms,1786669539140000000,1786669561790000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1786669539140000000,1786669561790000000,0
workspaceModel.save.cache.to.file.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1786669539140000000,1786669561790000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1786669539140000000,1786669561790000000,0
workspaceModel.load.cache.metadata.from.file.ms,1786669539140000000,1786669561790000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1786669539140000000,1786669561790000000,1
workspaceModel.mutableEntityStorage.referrers.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1786669539140000000,1786669561790000000,0
jps.global.handle.changed.events.ms,1786669539140000000,1786669561790000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1786669539140000000,1786669561790000000,0
jps.app.storage.content.writer.save.component.ms,1786669539140000000,1786669561790000000,1
jps.global.get.library.by.name.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1786669539140000000,1786669561790000000,0
workspaceModel.global.updates.ms,1786669539140000000,1786669561790000000,0
workspaceModel.sync.entities.ms,1786669539140000000,1786669561790000000,0
workspaceModel.global.updates.count,1786669539140000000,1786669561790000000,0
jps.global.handle.before.change.events.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1786669539140000000,1786669561790000000,0
jps.app.storage.content.reader.load.component.ms,1786669539140000000,1786669561790000000,0
jps.global.get.libraries.ms,1786669539140000000,1786669561790000000,12
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1786669539140000000,1786669561790000000,0
jps.library.entities.serializer.load.entities.ms,1786669539140000000,1786669561790000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1786669539140000000,1786669561790000000,0
jps.library.entities.serializer.save.entities.ms,1786669539140000000,1786669561790000000,0
jps.global.get.library.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.instances.count,1786669539140000000,1786669561790000000,2
workspaceModel.load.cache.from.file.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1786669539140000000,1786669561790000000,0
jps.save.global.entities.ms,1786669539140000000,1786669561790000000,3
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1786669539140000000,1786669561790000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1786669539140000000,1786669561790000000,0
jps.load.initial.state.ms,1786669539140000000,1786669561790000000,7
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1786669539140000000,1786669561790000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1786669539140000000,1786669561790000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1786669539140000000,1786669561790000000,0
workspaceModel.do.save.caches.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1786669539140000000,1786669561790000000,0
workspaceModel.mutableEntityStorage.entities.ms,1786669539140000000,1786669561790000000,0
